studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 154|COMP:0000067,Above ground dry biomass - g|day 178|COMP:0000068,Above ground dry biomass - g|day 199|COMP:0000069,Above ground dry biomass - g|day 217|COMP:0000070,Grain weight - g|CO_350:0005123,Grain yield - g/m2|CO_350:0000260,Lodging severity - 0-9 Rating|CO_350:0005007,Pea above ground dry biomass - g|day 154|COMP:0000083,Pea above ground dry biomass - g|day 178|COMP:0000084,Pea above ground dry biomass - g|day 199|COMP:0000085,Pea above ground dry biomass - g|day 217|COMP:0000086,Pea grain weight - g|COMP:0000009,Pea grain yield - g/m2|COMP:0000049,Pea plant establishment - plants/ft2|COMP:0000052,Pea plant height - cm|day 151|COMP:0000087,Pea plant height - cm|day 176|COMP:0000088,Pea plant height - cm|day 196|COMP:0000089,Pea plant height - cm|day 214|COMP:0000090,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|day 151|COMP:0000075,Plant height - cm|day 176|COMP:0000076,Plant height - cm|day 196|COMP:0000077,Plant height - cm|day 214|COMP:0000078,Weed above ground dry biomass - g|day 154|COMP:0000079,Weed above ground dry biomass - g|day 178|COMP:0000080,Weed above ground dry biomass - g|day 199|COMP:0000081,Weed above ground dry biomass - g|day 217|COMP:0000082,notes,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_0,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_100,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_50,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_75,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_0,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_100,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_50,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_75,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_AUSTRIAN FIELD PEAS,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_DS Admiral,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_Icicle Winter Peas,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_ND Victory,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_Organic 4010
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717320,Cornell_OatPeaDensity_2024_Ithaca_20,1,1,20,4,1,test,,,,,,58,20,0,,,,,21,7,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717351,Cornell_OatPeaDensity_2024_Ithaca_20_subplot_1,1,1,20,4,1,test,,,176.2,,,,,,,32.2,,,,,7,7,56,50,47,16,16,70,73,97,,106.9,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717352,Cornell_OatPeaDensity_2024_Ithaca_20_subplot_2,1,1,20,4,1,test,,,,,,,,,,,,,,,7,7,66,49,66,26,26,78,67,79,,,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717353,Cornell_OatPeaDensity_2024_Ithaca_20_subplot_3,1,1,20,4,1,test,,,,139.7,,,,,,,18.2,,,,6,6,56,39,53,15,15,69,75,72,,,156.4,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717303,Cornell_OatPeaDensity_2024_Ithaca_21,1,1,21,5,1,test,,,,,,3,1,0,,,,,53,23,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717459,Cornell_OatPeaDensity_2024_Ithaca_21_subplot_1,1,1,21,5,1,test,,,0,,,,,,,145.8,,,,,16,16,61,57,69,0,0,0,0,0,,128.5,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717460,Cornell_OatPeaDensity_2024_Ithaca_21_subplot_2,1,1,21,5,1,test,,,,,,,,,,,,,,,16,16,62,64,69,0,0,0,0,0,,,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717461,Cornell_OatPeaDensity_2024_Ithaca_21_subplot_3,1,1,21,5,1,test,,,,,0,,,,,,,73.6,,,5,5,60,63,67,0,0,0,0,0,,,,342.6,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717318,Cornell_OatPeaDensity_2024_Ithaca_22,1,1,22,5,2,test,,,,,,51,19,0,,,,,22,8,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717501,Cornell_OatPeaDensity_2024_Ithaca_22_subplot_1,1,1,22,5,2,test,,14.5,,,,,,,1.9,,,,,,3,3,70,75,69,8,8,72,77,77,27.2,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717502,Cornell_OatPeaDensity_2024_Ithaca_22_subplot_2,1,1,22,5,2,test,,,,,,,,,,,,,,,3,3,65,75,77,15,15,71,74,72,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717503,Cornell_OatPeaDensity_2024_Ithaca_22_subplot_3,1,1,22,5,2,test,,,,217.7,,,,,,,106.3,,,,12,12,72,78,76,30,30,72,72,74,,,47.7,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,plot,717307,Cornell_OatPeaDensity_2024_Ithaca_23,1,1,23,5,3,test,,,,,,170,55,6,,,,,28,9,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717471,Cornell_OatPeaDensity_2024_Ithaca_23_subplot_1,1,1,23,5,3,test,,,280.4,,,,,,,11.2,,,,,7,7,62,84,96,25,25,93,122,123,,84.9,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717472,Cornell_OatPeaDensity_2024_Ithaca_23_subplot_2,1,1,23,5,3,test,,,,,,,,,,,,,,,15,15,70,81,71,33,33,92,110,117,,,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717473,Cornell_OatPeaDensity_2024_Ithaca_23_subplot_3,1,1,23,5,3,test,,,,242.7,,,,,,,26.9,,,,4,4,65,97,81,17,17,87,112,118,,,84.4,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717309,Cornell_OatPeaDensity_2024_Ithaca_24,1,1,24,5,4,test,,,,,,48,11,4,,,,,6,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717474,Cornell_OatPeaDensity_2024_Ithaca_24_subplot_1,1,1,24,5,4,test,,41.6,,,,,,,15.6,,,,,,8,8,71,72,79,20,20,94,97,102,27.1,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717475,Cornell_OatPeaDensity_2024_Ithaca_24_subplot_2,1,1,24,5,4,test,,,,,,,,,,,,,,,3,3,58,47,66,31,31,91,100,99,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717476,Cornell_OatPeaDensity_2024_Ithaca_24_subplot_3,1,1,24,5,4,test,,,,,258.8,,,,,,,27.4,,,10,10,64,61,66,30,30,78,89,93,,,,40.1,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717339,Cornell_OatPeaDensity_2024_Ithaca_25,1,1,25,5,5,test,,,,,,103,31,3,,,,,14,4,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717399,Cornell_OatPeaDensity_2024_Ithaca_25_subplot_1,1,1,25,5,5,test,,36.1,,,,,,,3.6,,,,,,4,4,84,66,76,13,13,80,82,82,25.2,,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717400,Cornell_OatPeaDensity_2024_Ithaca_25_subplot_2,1,1,25,5,5,test,,,,,,,,,,,,,,,6,6,55,86,89,24,24,75,85,85,,,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717401,Cornell_OatPeaDensity_2024_Ithaca_25_subplot_3,1,1,25,5,5,test,,,,,148.2,,,,,,,10.7,,,1,1,54,77,81,9,9,71,80,81,,,,184.4,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717327,Cornell_OatPeaDensity_2024_Ithaca_26,1,1,26,6,5,check,,,,,,232,68,2,,,,,16,5,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717369,Cornell_OatPeaDensity_2024_Ithaca_26_subplot_1,1,1,26,6,5,check,,,,,262.2,,,,,,,22.7,,,3,3,62,58,57,28,28,78,87,96,,,,127.2,,,,,1,,,,1,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717370,Cornell_OatPeaDensity_2024_Ithaca_26_subplot_2,1,1,26,6,5,check,,,,,,,,,,,,,,,5,5,57,53,58,24,24,75,84,90,,,,,,,,,1,,,,1,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717371,Cornell_OatPeaDensity_2024_Ithaca_26_subplot_3,1,1,26,6,5,check,,,140,,,,,,,11.2,,,,,6,6,49,36,48,10,10,74,91,95,,78.3,,,,,,,1,,,,1,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717349,Cornell_OatPeaDensity_2024_Ithaca_27,1,1,27,6,4,test,,,,,,1,0,0,,,,,22,6,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717441,Cornell_OatPeaDensity_2024_Ithaca_27_subplot_1,1,1,27,6,4,test,,,3.4,,,,,,,16.3,,,,,2,2,62,88,86,0,0,66,0,0,,208.3,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717442,Cornell_OatPeaDensity_2024_Ithaca_27_subplot_2,1,1,27,6,4,test,,,,,,,,,,,,,,,6,6,60,92,96,0,0,41,0,0,,,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717443,Cornell_OatPeaDensity_2024_Ithaca_27_subplot_3,1,1,27,6,4,test,,,,0,,,,,,,33.3,,,,8,8,58,81,83,0,0,49,0,0,,,390.8,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717337,Cornell_OatPeaDensity_2024_Ithaca_28,1,1,28,6,3,test,,,,,,4,1,0,,,,,39,11,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717405,Cornell_OatPeaDensity_2024_Ithaca_28_subplot_1,1,1,28,6,3,test,,,58.5,,,,,,,136.5,,,,,14,14,63,70,79,3,3,68,0,97,,57.4,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717406,Cornell_OatPeaDensity_2024_Ithaca_28_subplot_2,1,1,28,6,3,test,,,,,,,,,,,,,,,9,9,59,71,71,0,0,52,0,0,,,,,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717407,Cornell_OatPeaDensity_2024_Ithaca_28_subplot_3,1,1,28,6,3,test,,,,,0,,,,,,,28.7,,,5,5,49,45,53,0,0,52,0,0,,,,402.3,,1,,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717344,Cornell_OatPeaDensity_2024_Ithaca_29,1,1,29,6,2,test,,,,,,96,25,0,,,,,15,4,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717423,Cornell_OatPeaDensity_2024_Ithaca_29_subplot_1,1,1,29,6,2,test,,26.1,,,,,,,1.2,,,,,,5,5,55,65,69,21,21,65,73,77,14.1,,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717424,Cornell_OatPeaDensity_2024_Ithaca_29_subplot_2,1,1,29,6,2,test,,,,,,,,,,,,,,,10,10,52,62,62,27,27,69,85,73,,,,,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717425,Cornell_OatPeaDensity_2024_Ithaca_29_subplot_3,1,1,29,6,2,test,,,,,182.9,,,,,,,36.4,,,11,11,47,66,70,19,19,60,88,76,,,,115,,,1,,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717378,Cornell_OatPeaDensity_2024_Ithaca_2_subplot_1,1,1,2,1,2,test,,,,,295.7,,,,,,,4.2,,,2,2,75,89,87,15,15,80,90,106,,,,161.6,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717379,Cornell_OatPeaDensity_2024_Ithaca_2_subplot_2,1,1,2,1,2,test,,,,,,,,,,,,,,,4,4,88,100,97,25,25,88,98,100,,,,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717380,Cornell_OatPeaDensity_2024_Ithaca_2_subplot_3,1,1,2,1,2,test,,67.4,,,,,,,3.5,,,,,,4,4,75,92,84,31,31,74,89,95,13.5,,,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717325,Cornell_OatPeaDensity_2024_Ithaca_3,1,1,3,1,3,test,,,,,,209,74,2,,,,,19,7,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,plot,717334,Cornell_OatPeaDensity_2024_Ithaca_30,1,1,30,6,1,test,,,,,,176,61,2,,,,,16,6,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717387,Cornell_OatPeaDensity_2024_Ithaca_30_subplot_1,1,1,30,6,1,test,,,,374.4,,,,,,,27.8,,,,5,5,60,74,82,15,15,75,104,104,,,70.2,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717388,Cornell_OatPeaDensity_2024_Ithaca_30_subplot_2,1,1,30,6,1,test,,,,,,,,,,,,,,,3,3,59,80,77,14,14,69,108,107,,,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717389,Cornell_OatPeaDensity_2024_Ithaca_30_subplot_3,1,1,30,6,1,test,,,72.4,,,,,,,7.4,,,,,7,7,61,67,84,7,7,75,113,112,,81.3,,,,,,1,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717301,Cornell_OatPeaDensity_2024_Ithaca_31,1,1,31,7,1,test,,,,,,5,2,0,,,,,18,7,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717450,Cornell_OatPeaDensity_2024_Ithaca_31_subplot_1,1,1,31,7,1,test,,,0,,,,,,,11.5,,,,,6,6,35,68,78,0,0,0,0,0,,92.3,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717451,Cornell_OatPeaDensity_2024_Ithaca_31_subplot_2,1,1,31,7,1,test,,,,,,,,,,,,,,,8,8,46,71,95,0,0,0,0,0,,,,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717452,Cornell_OatPeaDensity_2024_Ithaca_31_subplot_3,1,1,31,7,1,test,,,,0,,,,,,,16.9,,,,5,5,51,69,62,0,0,0,0,0,,,329.5,,,1,,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,plot,717310,Cornell_OatPeaDensity_2024_Ithaca_32,1,1,32,7,2,test,,,,,,267,74,2,,,,,16,4,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717477,Cornell_OatPeaDensity_2024_Ithaca_32_subplot_1,1,1,32,7,2,test,,,,262.9,,,,,,,16.2,,,,3,3,49,31,39,21,21,70,94,99,,,48.7,,,,1,,,,1,,,,1,,,
