studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Above ground dry biomass - g|day 154|COMP:0000067,Above ground dry biomass - g|day 178|COMP:0000068,Above ground dry biomass - g|day 199|COMP:0000069,Above ground dry biomass - g|day 217|COMP:0000070,Grain weight - g|CO_350:0005123,Grain yield - g/m2|CO_350:0000260,Lodging severity - 0-9 Rating|CO_350:0005007,Pea above ground dry biomass - g|day 154|COMP:0000083,Pea above ground dry biomass - g|day 178|COMP:0000084,Pea above ground dry biomass - g|day 199|COMP:0000085,Pea above ground dry biomass - g|day 217|COMP:0000086,Pea grain weight - g|COMP:0000009,Pea grain yield - g/m2|COMP:0000049,Pea plant establishment - plants/ft2|COMP:0000052,Pea plant height - cm|day 151|COMP:0000087,Pea plant height - cm|day 176|COMP:0000088,Pea plant height - cm|day 196|COMP:0000089,Pea plant height - cm|day 214|COMP:0000090,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|day 151|COMP:0000075,Plant height - cm|day 176|COMP:0000076,Plant height - cm|day 196|COMP:0000077,Plant height - cm|day 214|COMP:0000078,Weed above ground dry biomass - g|day 154|COMP:0000079,Weed above ground dry biomass - g|day 178|COMP:0000080,Weed above ground dry biomass - g|day 199|COMP:0000081,Weed above ground dry biomass - g|day 217|COMP:0000082,notes,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_0,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_100,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_50,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_oat_density_75,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_0,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_100,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_50,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_density_75,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_AUSTRIAN FIELD PEAS,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_DS Admiral,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_Icicle Winter Peas,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_ND Victory,Cornell_OatPeaDensity_2024_Ithaca_Cornell_OatPeaDensity_2024_Ithaca_pea_genotype_Organic 4010
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717478,Cornell_OatPeaDensity_2024_Ithaca_32_subplot_2,1,1,32,7,2,test,,,,,,,,,,,,,,,10,10,51,33,39,20,20,81,108,105,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717479,Cornell_OatPeaDensity_2024_Ithaca_32_subplot_3,1,1,32,7,2,test,,19.8,,,,,,,7,,,,,,12,12,48,48,51,18,18,72,97,100,4.3,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,plot,717299,Cornell_OatPeaDensity_2024_Ithaca_33,1,1,33,7,3,test,,,,,,109,33,6,,,,,18,5,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717444,Cornell_OatPeaDensity_2024_Ithaca_33_subplot_1,1,1,33,7,3,test,,20.7,,,,,,,4.1,,,,,,8,8,39,85,84,11,11,62,90,92,3.9,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717445,Cornell_OatPeaDensity_2024_Ithaca_33_subplot_2,1,1,33,7,3,test,,,,,,,,,,,,,,,8,8,57,81,88,10,10,67,96,92,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717446,Cornell_OatPeaDensity_2024_Ithaca_33_subplot_3,1,1,33,7,3,test,,,,261,,,,,,,40.7,,,,5,5,39,77,82,13,13,66,97,92,,,110.6,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,plot,717319,Cornell_OatPeaDensity_2024_Ithaca_34,1,1,34,7,4,test,,,,,,205,51,1,,,,,10,2,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717504,Cornell_OatPeaDensity_2024_Ithaca_34_subplot_1,1,1,34,7,4,test,,,,,215.3,,,,,,,3.8,,,4,4,47,27,33,18,18,66,106,109,,,,89.5,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717505,Cornell_OatPeaDensity_2024_Ithaca_34_subplot_2,1,1,34,7,4,test,,,,,,,,,,,,,,,6,6,54,29,36,25,25,77,107,108,,,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717506,Cornell_OatPeaDensity_2024_Ithaca_34_subplot_3,1,1,34,7,4,test,,21.7,,,,,,,2.5,,,,,,7,7,41,34,38,26,26,75,102,104,3.3,,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717348,Cornell_OatPeaDensity_2024_Ithaca_35,1,1,35,7,5,test,,,,,,160,48,0,,,,,22,6,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717438,Cornell_OatPeaDensity_2024_Ithaca_35_subplot_1,1,1,35,7,5,test,,,,260.9,,,,,,,14.6,,,,4,4,39,25,42,20,20,69,83,83,,,110,,,,,1,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717439,Cornell_OatPeaDensity_2024_Ithaca_35_subplot_2,1,1,35,7,5,test,,,,,,,,,,,,,,,6,6,50,55,60,20,20,64,85,82,,,,,,,,1,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717440,Cornell_OatPeaDensity_2024_Ithaca_35_subplot_3,1,1,35,7,5,test,,,117.2,,,,,,,7.9,,,,,5,5,51,62,61,18,18,67,84,87,,77,,,,,,1,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717322,Cornell_OatPeaDensity_2024_Ithaca_36,1,1,36,8,5,test,,,,,,7,2,0,,,,,51,13,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717366,Cornell_OatPeaDensity_2024_Ithaca_36_subplot_1,1,1,36,8,5,test,,0,,,,,,,2.4,,,,,,4,4,36,60,47,0,0,0,0,79,6.8,,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717367,Cornell_OatPeaDensity_2024_Ithaca_36_subplot_2,1,1,36,8,5,test,,,,,,,,,,,,,,,5,5,52,56,59,0,0,0,0,85,,,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717368,Cornell_OatPeaDensity_2024_Ithaca_36_subplot_3,1,1,36,8,5,test,,,,0,,,,,,,13,,,,2,2,50,58,56,0,0,0,0,0,,,366.6,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717338,Cornell_OatPeaDensity_2024_Ithaca_37,1,1,37,8,4,test,,,,,,56,16,2,,,,,19,6,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717402,Cornell_OatPeaDensity_2024_Ithaca_37_subplot_1,1,1,37,8,4,test,,,,,153.2,,,,,,,25.6,,,2,2,54,50,55,21,21,63,66,66,,,,111.7,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717403,Cornell_OatPeaDensity_2024_Ithaca_37_subplot_2,1,1,37,8,4,test,,,,,,,,,,,,,,,13,13,46,44,38,30,30,61,71,76,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717404,Cornell_OatPeaDensity_2024_Ithaca_37_subplot_3,1,1,37,8,4,test,,50.5,,,,,,,10.5,,,,,,13,13,43,45,47,29,29,60,66,66,8.1,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,plot,717350,Cornell_OatPeaDensity_2024_Ithaca_38,1,1,38,8,3,test,,,,,,181,57,6,,,,,1,0,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717435,Cornell_OatPeaDensity_2024_Ithaca_38_subplot_1,1,1,38,8,3,test,,,210.6,,,,,,,0,,,,,0,0,0,0,0,28,28,68,89,92,,40.4,,,,,1,,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717436,Cornell_OatPeaDensity_2024_Ithaca_38_subplot_2,1,1,38,8,3,test,,,,,,,,,,,,,,,0,0,0,0,0,26,26,61,91,95,,,,,,,1,,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717437,Cornell_OatPeaDensity_2024_Ithaca_38_subplot_3,1,1,38,8,3,test,,,,233.6,,,,,,,0,,,,0,0,0,0,0,15,15,65,100,98,,,102.4,,,,1,,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,plot,717346,Cornell_OatPeaDensity_2024_Ithaca_39,1,1,39,8,2,test,,,,,,79,21,1,,,,,15,4,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717426,Cornell_OatPeaDensity_2024_Ithaca_39_subplot_1,1,1,39,8,2,test,,25.2,,,,,,,3,,,,,,3,3,67,70,65,14,14,54,68,72,8.3,,,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717427,Cornell_OatPeaDensity_2024_Ithaca_39_subplot_2,1,1,39,8,2,test,,,,,,,,,,,,,,,3,3,42,60,64,25,25,59,65,90,,,,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202123,IL17-7339,17-7339,,subplot,717428,Cornell_OatPeaDensity_2024_Ithaca_39_subplot_3,1,1,39,8,2,test,,,,253.3,,,,,,,14.9,,,,9,9,50,57,58,34,34,62,66,61,,,19.1,,,,1,,,,,1,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717360,Cornell_OatPeaDensity_2024_Ithaca_3_subplot_1,1,1,3,1,3,test,,,,480.8,,,,,,,9.9,,,,2,2,61,43,56,21,21,79,91,102,,,132.6,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717361,Cornell_OatPeaDensity_2024_Ithaca_3_subplot_2,1,1,3,1,3,test,,,,,,,,,,,,,,,7,7,72,67,57,27,27,79,97,105,,,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717362,Cornell_OatPeaDensity_2024_Ithaca_3_subplot_3,1,1,3,1,3,test,,,309.4,,,,,,,,,,,,1,1,65,64,68,18,18,85,89,96,,88.5,,,,,1,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,plot,717336,Cornell_OatPeaDensity_2024_Ithaca_4,1,1,4,1,4,test,,,,,,77,25,3,,,,,35,11,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717345,Cornell_OatPeaDensity_2024_Ithaca_40,1,1,40,8,1,test,,,,,,101,30,0,,,,,43,13,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717432,Cornell_OatPeaDensity_2024_Ithaca_40_subplot_1,1,1,40,8,1,test,,,,312.6,,,,,,,32.2,,,,8,8,46,42,56,16,16,64,83,82,,,62.5,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717433,Cornell_OatPeaDensity_2024_Ithaca_40_subplot_2,1,1,40,8,1,test,,,,,,,,,,,,,,,7,7,49,54,56,12,12,66,82,82,,,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717434,Cornell_OatPeaDensity_2024_Ithaca_40_subplot_3,1,1,40,8,1,test,,,171.2,,,,,,,71.8,,,,,12,12,47,59,65,11,11,67,81,81,,35.8,,,,,,1,,,1,,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,plot,717313,Cornell_OatPeaDensity_2024_Ithaca_41,1,1,41,9,1,test,,,,,,165,46,4,,,,,30,8,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717483,Cornell_OatPeaDensity_2024_Ithaca_41_subplot_1,1,1,41,9,1,test,,,,286.9,,,,,,,81.5,,,,7,7,63,80,78,22,22,64,87,85,,,60.2,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717484,Cornell_OatPeaDensity_2024_Ithaca_41_subplot_2,1,1,41,9,1,test,,,,,,,,,,,,,,,11,11,66,76,72,32,32,76,92,86,,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",202018,IL17-1253,17-1253,,subplot,717485,Cornell_OatPeaDensity_2024_Ithaca_41_subplot_3,1,1,41,9,1,test,,13.7,,,,,,,4.3,,,,,,2,2,64,85,84,12,12,71,88,87,9.4,,,,,,,1,,,1,,,1,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,plot,717300,Cornell_OatPeaDensity_2024_Ithaca_42,1,1,42,9,2,test,,,,,,1,0,0,,,,,15,6,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717447,Cornell_OatPeaDensity_2024_Ithaca_42_subplot_1,1,1,42,9,2,test,,,0,,,,,,,26.7,,,,,3,3,52,75,63,0,0,53,0,0,,181.9,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717448,Cornell_OatPeaDensity_2024_Ithaca_42_subplot_2,1,1,42,9,2,test,,,,,,,,,,,,,,,4,4,64,72,60,0,0,52,0,0,,,,,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",703605,NO_OATS_PLANTED,,,subplot,717449,Cornell_OatPeaDensity_2024_Ithaca_42_subplot_3,1,1,42,9,2,test,,,,,0,,,,,,,52.9,,,5,5,69,66,63,0,0,44,0,0,,,,410.6,,1,,,,,,1,,,1,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,plot,717314,Cornell_OatPeaDensity_2024_Ithaca_43,1,1,43,9,3,test,,,,,,97,28,0,,,,,1,0,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717492,Cornell_OatPeaDensity_2024_Ithaca_43_subplot_1,1,1,43,9,3,test,,15.2,,,,,,,0,,,,,,0,0,0,0,0,9,9,84,116,110,7,,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717493,Cornell_OatPeaDensity_2024_Ithaca_43_subplot_2,1,1,43,9,3,test,,,,,,,,,,,,,,,0,0,0,0,0,20,20,79,111,114,,,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",526536,ND180256,,,subplot,717494,Cornell_OatPeaDensity_2024_Ithaca_43_subplot_3,1,1,43,9,3,test,,,,,271,,,,,,,0,,,0,0,0,0,0,19,19,79,114,113,,,,131.7,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,plot,717304,Cornell_OatPeaDensity_2024_Ithaca_44,1,1,44,9,4,test,,,,,,62,21,4,,,,,0,0,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717462,Cornell_OatPeaDensity_2024_Ithaca_44_subplot_1,1,1,44,9,4,test,,,179.9,,,,,,,0,,,,,0,0,0,30,0,7,7,74,105,105,,82.5,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717463,Cornell_OatPeaDensity_2024_Ithaca_44_subplot_2,1,1,44,9,4,test,,,,,,,,,,,,,,,0,0,0,0,0,15,15,81,94,104,,,,,,,,1,,1,,,,,,,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6722,Cornell_OatPeaDensity_2024_Ithaca,Cornell oat pea intercroping with density treatments,CRD,,,,,,2024-May-03,,171,"Ithaca, NY - Snyder",531129,OT7100,,,subplot,717464,Cornell_OatPeaDensity_2024_Ithaca_44_subplot_3,1,1,44,9,4,test,,,,317.8,,,,,,,0,,,,0,0,0,0,0,14,14,72,98,98,,,122.6,,,,,1,,1,,,,,,,,
